customer_id,age,geography,billing_preference,vulnerability,tenure_months,payment_method,product_broadband,product_tv,product_voice,product_tier,contract_lifecycle,average_monthly_spend,contact_frequency_pre_migration,number_of_complaints,number_of_faults,late_payments,missed_payments,number_of_calls_post_migration,churn_after_migration,change_in_spend,change_in_products
CUST005912,78,Suburban,Paperless,No,142,Cheque,0,0,1,Fibre,Out of Contract,48.62,1,3,0,0,1,2,0,-29.63,1
CUST005913,48,Suburban,Large Font,No,9,Cheque,1,1,0,Fibre,Month to Month,27.15,2,1,1,0,0,2,0,-8.97,-2
CUST005914,27,Suburban,Standard Paper,No,201,Direct Debit,1,0,0,Fibre,Out of Contract,46.05,2,0,1,0,2,2,1,-8.74,0
CUST005915,53,Rural,Standard Paper,No,69,Direct Debit,1,1,1,Fibre,Month to Month,28.46,2,0,2,0,1,2,0,11.69,0
CUST005916,66,Urban,Paperless,No,239,Card,1,0,1,Fibre,In Contract,36.95,5,1,1,0,0,2,0,-22.62,0
CUST005917,66,Urban,Paperless,No,61,Direct Debit,1,0,0,Fibre,In Contract,39.95,2,3,0,0,0,3,0,-3.35,0
CUST005918,20,Rural,Standard Paper,No,11,Direct Debit,1,1,0,Copper,In Contract,102.04,6,1,0,0,1,2,0,16.78,0
CUST005919,22,Rural,Paperless,No,147,Direct Debit,1,1,1,Fibre,In Contract,48.37,2,1,0,3,1,3,0,11.89,0
CUST005920,78,Urban,Paperless,No,64,Cash,1,1,0,Fibre,Out of Contract,36.46,1,2,2,1,0,3,0,-10.28,0
CUST005921,43,Urban,Paperless,No,38,Direct Debit,0,1,1,Fibre,In Contract,60.76,2,1,1,1,0,0,0,-4.29,-2
CUST005922,22,Rural,Paperless,No,10,Card,1,1,1,Fibre,Out of Contract,32.13,2,0,3,0,0,1,0,-14.78,0
CUST005923,32,Suburban,Standard Paper,No,16,Direct Debit,1,1,1,Copper,Out of Contract,168.8,2,0,3,1,0,4,1,-8.54,0
CUST005924,33,Suburban,Paperless,No,221,Direct Debit,1,1,1,Fibre,In Contract,55.43,2,1,1,0,0,4,0,25.45,-1
CUST005925,18,Urban,Paperless,No,69,Direct Debit,1,1,0,Fibre,Out of Contract,12.98,1,1,0,3,0,2,1,-6.14,1
CUST005926,33,Rural,Paperless,No,210,Direct Debit,0,1,0,Fibre Plus,In Contract,29.9,6,2,0,0,0,4,0,-0.29,0
CUST005927,54,Urban,Large Font,No,42,Cheque,1,0,0,Copper,In Contract,110.02,2,3,1,0,0,3,0,-7.47,0
CUST005928,20,Urban,Paperless,No,234,Direct Debit,1,1,0,Copper,Out of Contract,48.14,6,1,2,0,0,3,0,-19.93,1
CUST005929,69,Urban,Standard Paper,No,44,Direct Debit,1,1,1,Copper,Out of Contract,35.29,3,0,0,0,0,1,0,-12.87,0
CUST005930,64,Rural,Standard Paper,No,181,Direct Debit,1,0,1,Copper,Out of Contract,54.75,2,0,2,0,0,1,0,17.97,-1
CUST005931,30,Suburban,Standard Paper,No,163,Direct Debit,1,0,1,Fibre,Out of Contract,20.19,4,1,3,3,1,3,0,-10.88,0
CUST005932,72,Suburban,Standard Paper,No,164,Direct Debit,1,1,1,Copper,Out of Contract,27.5,2,1,0,0,0,2,0,-0.12,-2
CUST005933,38,Urban,Paperless,No,150,Card,1,1,1,Copper,In Contract,22.12,1,0,0,0,1,2,0,5.4,2
CUST005934,83,Rural,Paperless,Yes,24,Card,0,0,1,Copper,Month to Month,37.19,5,0,2,0,2,6,0,10.56,0
CUST005935,71,Suburban,Paperless,No,204,Direct Debit,1,0,1,Fibre,Month to Month,99.95,2,0,0,1,0,0,0,-5.57,0
CUST005936,44,Suburban,Large Font,No,231,Direct Debit,1,1,0,Fibre,In Contract,60.26,1,0,1,1,2,5,1,-9.45,0
CUST005937,55,Rural,Paperless,No,140,Cash,1,0,1,Copper,Month to Month,56.79,4,0,1,0,1,4,0,-12.51,0
CUST005938,75,Urban,Paperless,No,35,Direct Debit,1,1,0,Fibre Plus,Month to Month,32.14,3,1,1,1,0,2,0,-10.06,0
CUST005939,79,Suburban,Paperless,No,50,Direct Debit,1,1,1,Copper,Out of Contract,66.01,0,1,0,1,0,1,0,0.18,0
CUST005940,63,Rural,Paperless,No,83,Direct Debit,1,1,0,Copper,In Contract,30.32,2,1,0,0,0,2,0,18.97,0
CUST005941,28,Suburban,Paperless,No,229,Direct Debit,1,0,1,Copper,In Contract,40.36,1,1,1,1,0,2,0,6.04,0
CUST005942,25,Suburban,Paperless,No,78,Direct Debit,1,0,0,Copper,Month to Month,65.19,5,0,1,1,0,4,0,-3.88,0
CUST005943,81,Urban,Paperless,No,215,Direct Debit,1,0,0,Fibre,In Contract,42.92,3,0,0,3,0,0,0,5.55,0
CUST005944,38,Suburban,Paperless,No,40,Card,1,1,0,Copper,Out of Contract,70.62,2,0,2,2,2,2,0,8.93,-1
CUST005945,80,Suburban,Paperless,No,22,Direct Debit,1,1,1,Fibre,In Contract,40.44,2,1,2,0,0,0,0,12.28,0
CUST005946,81,Urban,Paperless,No,175,Direct Debit,1,1,0,Copper,In Contract,88.14,6,0,2,0,0,2,0,4.23,1
CUST005947,37,Rural,Standard Paper,No,75,Direct Debit,1,1,1,Copper,In Contract,55.08,3,2,0,0,0,2,0,8.62,0
CUST005948,25,Urban,Paperless,No,66,Direct Debit,1,1,1,Fibre Plus,Month to Month,28.76,3,2,0,0,0,3,0,-7.99,0
CUST005949,75,Urban,Paperless,No,138,Cheque,1,1,0,Copper,In Contract,34.07,3,1,1,1,0,2,0,15.95,0
CUST005950,63,Suburban,Paperless,No,171,Cheque,1,1,1,Fibre Plus,Out of Contract,39.98,1,0,4,3,0,5,1,10.36,0
CUST005951,48,Suburban,Paperless,No,197,Direct Debit,1,0,1,Fibre,Out of Contract,72.14,0,0,1,0,1,0,0,-3.68,0
CUST005952,26,Urban,Paperless,No,94,Direct Debit,1,0,1,Fibre Plus,Month to Month,112.02,3,1,0,1,1,5,0,-4.25,0
CUST005953,32,Urban,Paperless,Yes,213,Direct Debit,1,0,1,Fibre Plus,Out of Contract,21.25,3,1,1,0,0,2,0,-18.9,0
CUST005954,43,Urban,Paperless,No,225,Cheque,1,0,1,Fibre,Month to Month,36.85,3,3,2,1,0,5,0,-16.69,0
CUST005955,27,Urban,Large Font,No,153,Cheque,1,0,0,Fibre Plus,Out of Contract,82.53,0,0,1,1,0,1,0,-1.27,0
CUST005956,46,Urban,Paperless,No,110,Cheque,1,1,0,Fibre,Out of Contract,43.47,1,0,0,0,1,3,0,-29.26,0
CUST005957,53,Urban,Paperless,No,47,Card,1,1,0,Fibre,Month to Month,41.36,3,1,0,1,0,1,0,13.34,0
CUST005958,54,Urban,Paperless,No,135,Direct Debit,1,1,1,Fibre,In Contract,59.58,4,2,2,0,0,3,0,24.9,1
CUST005959,40,Suburban,Standard Paper,No,104,Direct Debit,0,1,0,Fibre,In Contract,22.8,2,1,0,1,0,3,0,1.99,1
CUST005960,58,Rural,Large Font,No,156,Direct Debit,1,0,1,Fibre,Out of Contract,60.54,2,1,4,1,0,3,1,-50.7,0
CUST005961,45,Suburban,Paperless,No,80,Direct Debit,1,0,0,Fibre Plus,In Contract,52.1,4,0,0,0,1,2,0,-11.94,0
CUST005962,65,Suburban,Paperless,No,45,Direct Debit,1,1,1,Fibre,Month to Month,49.34,5,0,2,1,0,1,0,10.4,0
CUST005963,55,Urban,Paperless,No,101,Direct Debit,1,0,1,Fibre Plus,Out of Contract,76.73,3,0,1,2,0,1,1,12.85,0
CUST005964,48,Suburban,Paperless,No,195,Cheque,1,0,1,Fibre,Out of Contract,43.19,3,1,0,0,1,1,0,-11.79,0
CUST005965,31,Suburban,Paperless,No,237,Cheque,1,0,1,Fibre Plus,Month to Month,45.61,3,2,1,0,2,4,0,-12.97,-2
CUST005966,46,Suburban,Large Font,No,211,Card,0,0,1,Copper,Month to Month,48.92,1,1,2,0,0,4,0,0.47,0
CUST005967,68,Urban,Large Font,No,12,Cash,1,0,1,Copper,In Contract,16.06,5,1,2,0,1,1,1,0.37,0
CUST005968,66,Urban,Paperless,No,83,Direct Debit,1,0,1,Copper,In Contract,75.48,3,1,3,0,1,5,0,-4.69,0
CUST005969,60,Suburban,Paperless,No,113,Direct Debit,1,1,1,Copper,Out of Contract,60.15,3,2,2,0,0,3,0,26.73,0
CUST005970,22,Urban,Large Font,Yes,11,Direct Debit,1,1,1,Fibre,Out of Contract,58.56,1,1,2,0,0,5,0,0.22,0
CUST005971,59,Rural,Paperless,No,131,Direct Debit,1,1,1,Fibre,In Contract,53.0,5,1,0,0,0,4,0,11.54,0
CUST005972,24,Urban,Paperless,No,61,Direct Debit,1,1,1,Copper,In Contract,88.17,2,0,1,0,0,3,0,20.79,0
CUST005973,59,Urban,Large Font,No,194,Direct Debit,1,1,0,Fibre,In Contract,49.73,6,0,2,1,1,2,0,17.39,-1
CUST005974,53,Suburban,Paperless,No,56,Direct Debit,1,1,0,Copper,Month to Month,40.16,0,0,0,2,1,1,0,-7.6,-2
CUST005975,44,Rural,Paperless,Yes,122,Cash,1,1,0,Copper,In Contract,18.78,0,0,0,0,0,2,0,32.58,0
CUST005976,75,Urban,Standard Paper,No,238,Direct Debit,1,0,1,Fibre,In Contract,23.69,1,1,1,1,0,3,0,-9.99,2
CUST005977,63,Suburban,Large Font,No,26,Direct Debit,1,1,0,Copper,Out of Contract,38.38,2,2,2,1,1,2,0,-18.18,0
CUST005978,83,Urban,Standard Paper,Yes,86,Direct Debit,1,1,0,Copper,Out of Contract,46.99,5,2,1,3,1,2,0,-10.52,0
CUST005979,42,Suburban,Paperless,No,209,Cheque,1,0,1,Fibre,In Contract,33.28,3,1,0,0,0,2,0,0.07,-1
CUST005980,44,Suburban,Paperless,No,34,Direct Debit,1,0,0,Fibre,In Contract,39.85,2,2,1,0,0,4,0,4.06,0
CUST005981,18,Rural,Large Font,No,183,Direct Debit,0,1,0,Copper,In Contract,28.44,4,0,2,1,0,5,0,-22.21,0
CUST005982,59,Urban,Standard Paper,Yes,207,Direct Debit,0,1,1,Fibre,Month to Month,71.67,4,0,0,1,1,3,0,10.08,0
CUST005983,69,Urban,Standard Paper,No,204,Direct Debit,1,0,0,Fibre,In Contract,38.77,1,3,3,0,0,5,0,-13.37,0
CUST005984,42,Suburban,Large Font,No,144,Direct Debit,1,1,1,Copper,In Contract,80.59,1,1,1,0,1,3,0,-0.39,2
CUST005985,71,Urban,Paperless,No,208,Cheque,1,1,1,Copper,Month to Month,39.21,1,0,1,1,0,0,0,14.61,2
CUST005986,84,Suburban,Paperless,No,167,Direct Debit,1,0,1,Fibre,In Contract,53.57,3,0,0,1,0,0,0,4.91,0
CUST005987,23,Suburban,Standard Paper,No,134,Direct Debit,1,0,0,Copper,In Contract,56.49,7,2,1,2,0,3,0,22.34,0
CUST005988,75,Urban,Paperless,No,110,Direct Debit,1,1,1,Fibre Plus,Out of Contract,48.44,2,1,1,1,1,3,0,17.73,0
CUST005989,70,Rural,Paperless,No,72,Card,1,1,1,Copper,Month to Month,25.74,4,0,2,0,0,4,0,27.17,0
CUST005990,83,Urban,Paperless,No,180,Direct Debit,1,1,0,Fibre,Out of Contract,37.68,1,1,4,0,0,4,0,-22.16,0
CUST005991,75,Rural,Paperless,No,153,Card,1,0,1,Copper,In Contract,15.83,4,1,1,0,0,1,0,20.68,0
CUST005992,19,Rural,Paperless,No,56,Cash,1,1,0,Fibre,In Contract,101.63,3,0,1,0,1,4,0,0.56,0
CUST005993,39,Suburban,Paperless,No,83,Direct Debit,0,1,1,Copper,Month to Month,8.33,3,1,2,0,1,6,0,14.59,2
CUST005994,54,Urban,Large Font,No,147,Cheque,1,1,0,Copper,In Contract,68.1,5,2,2,1,0,5,0,-9.92,0
CUST005995,37,Rural,Large Font,No,204,Direct Debit,0,0,1,Fibre Plus,Out of Contract,47.19,1,2,0,0,0,4,0,-29.66,1
CUST005996,41,Suburban,Paperless,No,201,Direct Debit,1,1,1,Fibre,In Contract,18.76,4,2,2,0,0,5,0,0.41,0
CUST005997,82,Urban,Paperless,No,233,Direct Debit,1,0,1,Copper,In Contract,50.92,3,1,2,1,0,3,0,0.67,0
CUST005998,82,Urban,Paperless,Yes,93,Direct Debit,0,0,1,Fibre Plus,Month to Month,25.71,3,0,0,1,1,0,0,-23.29,0
CUST005999,18,Urban,Standard Paper,No,155,Direct Debit,0,1,1,Copper,Out of Contract,55.49,3,0,2,0,0,0,0,8.7,0
CUST006000,20,Rural,Paperless,Yes,133,Direct Debit,1,0,1,Fibre,In Contract,43.43,3,0,1,0,1,2,0,4.44,0
CUST006001,63,Rural,Paperless,Yes,26,Cheque,1,0,1,Copper,Out of Contract,50.14,1,0,1,0,0,3,1,-19.46,0
CUST006002,72,Rural,Standard Paper,Yes,158,Direct Debit,1,1,0,Fibre Plus,In Contract,37.17,2,1,2,0,0,1,0,-0.04,0
CUST006003,81,Suburban,Standard Paper,No,78,Card,1,0,1,Fibre,Month to Month,86.91,1,1,1,1,4,5,0,-21.63,1
CUST006004,62,Suburban,Standard Paper,No,97,Direct Debit,1,0,1,Fibre,In Contract,26.9,4,1,2,1,0,4,0,-14.16,0
CUST006005,43,Urban,Large Font,No,163,Card,1,0,1,Copper,In Contract,31.91,1,0,2,0,0,5,0,-2.86,0
CUST006006,82,Urban,Paperless,No,75,Cheque,1,1,0,Fibre,Out of Contract,41.03,3,2,1,1,0,4,0,7.82,0
CUST006007,41,Urban,Paperless,No,181,Cheque,1,0,0,Fibre,Out of Contract,42.47,5,1,0,2,0,3,0,-21.17,0
CUST006008,52,Suburban,Paperless,No,196,Cash,1,1,1,Copper,Out of Contract,25.38,3,1,1,4,0,2,0,1.87,0
CUST006009,41,Rural,Large Font,No,116,Cash,1,0,0,Fibre,In Contract,16.48,2,0,1,0,1,1,0,-8.05,0
CUST006010,45,Rural,Paperless,No,161,Direct Debit,1,0,0,Fibre Plus,Out of Contract,53.4,4,0,1,0,1,1,1,-14.71,0
CUST006011,33,Urban,Paperless,No,70,Cheque,1,1,0,Fibre Plus,In Contract,52.66,1,0,1,1,0,2,0,36.52,0
CUST006012,76,Suburban,Paperless,No,156,Direct Debit,1,0,0,Fibre,In Contract,104.73,7,1,2,2,1,4,0,-14.4,0
CUST006013,71,Suburban,Paperless,No,202,Direct Debit,1,1,0,Fibre,Month to Month,83.59,3,0,0,1,0,0,0,24.71,1
CUST006014,33,Suburban,Large Font,No,36,Card,1,1,1,Copper,Out of Contract,46.21,3,2,2,0,1,5,0,17.19,-1
CUST006015,32,Suburban,Paperless,No,49,Direct Debit,1,0,0,Fibre Plus,Out of Contract,31.89,2,1,1,1,0,4,0,-17.73,0
CUST006016,28,Urban,Paperless,No,218,Direct Debit,1,0,1,Fibre,Out of Contract,78.58,1,0,1,0,0,2,0,35.39,0
CUST006017,82,Rural,Paperless,No,222,Direct Debit,0,1,1,Copper,Out of Contract,29.25,1,1,3,1,0,1,0,-16.94,-1
CUST006018,60,Suburban,Standard Paper,No,214,Direct Debit,1,1,1,Fibre,Out of Contract,69.86,2,0,2,1,0,4,0,-41.76,0
CUST006019,30,Suburban,Large Font,No,53,Direct Debit,0,1,1,Fibre,Out of Contract,21.82,4,0,1,0,0,3,0,32.2,1
CUST006020,27,Urban,Standard Paper,No,197,Direct Debit,0,1,1,Fibre,Out of Contract,119.45,2,0,0,1,1,3,0,4.08,0
CUST006021,58,Urban,Paperless,No,130,Direct Debit,0,0,1,Fibre,Month to Month,26.2,2,2,1,1,0,3,0,-10.31,0
CUST006022,67,Urban,Paperless,No,225,Direct Debit,1,1,1,Fibre,In Contract,27.25,2,0,0,0,0,2,0,30.52,1
CUST006023,76,Suburban,Paperless,No,80,Direct Debit,1,1,1,Fibre,In Contract,17.23,4,1,2,0,0,5,0,12.6,0
CUST006024,56,Rural,Paperless,No,71,Card,0,1,0,Copper,In Contract,36.65,1,0,0,0,0,1,0,9.96,0
CUST006025,20,Urban,Paperless,No,192,Card,1,1,0,Copper,Month to Month,55.59,2,0,4,1,0,3,0,6.71,-1
CUST006026,24,Suburban,Paperless,No,21,Cheque,1,1,1,Copper,Month to Month,33.15,4,0,3,3,0,3,0,-5.09,0
CUST006027,66,Suburban,Paperless,Yes,35,Direct Debit,1,0,0,Fibre,In Contract,28.66,5,1,0,0,0,7,0,-11.01,0
CUST006028,43,Urban,Paperless,No,174,Direct Debit,0,1,0,Copper,Month to Month,21.66,4,1,2,1,0,1,0,-8.76,0
CUST006029,50,Suburban,Paperless,No,86,Card,1,1,1,Fibre,Month to Month,51.41,1,0,1,0,1,1,0,39.0,1
CUST006030,65,Suburban,Paperless,No,115,Direct Debit,0,1,0,Fibre,Out of Contract,63.29,2,1,1,0,0,1,0,5.79,0
CUST006031,19,Urban,Paperless,Yes,176,Card,1,1,0,Fibre,Out of Contract,48.51,2,1,0,1,1,1,0,-27.8,0
CUST006032,49,Urban,Standard Paper,No,22,Direct Debit,1,0,1,Copper,In Contract,63.19,1,2,0,0,0,2,0,-2.21,0
CUST006033,21,Suburban,Standard Paper,No,134,Cash,1,1,0,Fibre,In Contract,24.35,3,0,2,0,0,2,0,37.77,1
CUST006034,37,Urban,Standard Paper,No,120,Direct Debit,1,1,1,Fibre,In Contract,32.58,2,2,2,1,0,4,0,0.8,2
CUST006035,53,Rural,Paperless,No,161,Direct Debit,0,1,1,Fibre,Out of Contract,40.44,4,0,0,0,0,5,0,6.54,0
CUST006036,49,Suburban,Standard Paper,No,39,Cheque,1,1,1,Copper,Out of Contract,84.67,3,0,0,0,0,3,0,-6.78,-1
CUST006037,45,Urban,Standard Paper,Yes,43,Cash,1,1,1,Fibre,Month to Month,84.43,4,1,0,0,0,1,0,-8.68,0
CUST006038,18,Urban,Paperless,No,153,Direct Debit,1,0,1,Fibre,Out of Contract,66.46,6,2,1,0,0,2,0,13.94,0
CUST006039,77,Rural,Paperless,No,146,Direct Debit,1,1,1,Copper,Out of Contract,65.65,3,1,1,0,0,1,0,-4.2,0
CUST006040,73,Suburban,Standard Paper,No,41,Card,1,1,1,Fibre,In Contract,30.13,2,1,2,2,0,5,0,6.28,1
CUST006041,52,Suburban,Standard Paper,No,128,Direct Debit,0,1,1,Fibre,Month to Month,47.07,5,1,1,1,0,3,0,-5.84,0
CUST006042,47,Urban,Paperless,No,118,Direct Debit,1,0,1,Fibre,Month to Month,19.43,0,0,1,0,0,1,0,16.8,0
CUST006043,71,Rural,Paperless,No,35,Direct Debit,1,1,0,Copper,In Contract,65.65,1,2,0,0,0,3,0,-0.96,0
CUST006044,53,Urban,Standard Paper,No,24,Cheque,0,0,1,Copper,Out of Contract,39.46,3,3,1,0,1,3,0,-56.21,0
CUST006045,72,Suburban,Large Font,No,183,Direct Debit,1,1,0,Fibre,In Contract,124.07,2,3,2,0,0,4,0,7.51,0
CUST006046,75,Rural,Paperless,No,104,Cash,1,1,0,Fibre,In Contract,50.93,4,1,1,2,1,2,1,-10.41,0
CUST006047,82,Urban,Standard Paper,Yes,40,Direct Debit,1,0,1,Fibre,Out of Contract,30.64,1,1,1,1,0,1,0,-19.48,0
CUST006048,68,Suburban,Standard Paper,No,87,Direct Debit,1,1,1,Fibre,In Contract,38.99,3,1,1,1,0,0,0,30.29,0
CUST006049,39,Urban,Standard Paper,No,225,Direct Debit,1,1,1,Fibre,Out of Contract,32.6,2,0,0,1,0,3,0,3.44,0
CUST006050,70,Suburban,Paperless,No,29,Direct Debit,1,0,1,Fibre,In Contract,33.42,2,3,3,1,0,3,0,-10.49,-1
CUST006051,53,Urban,Paperless,No,138,Direct Debit,1,0,1,Fibre,In Contract,44.21,4,2,0,2,0,3,0,20.74,-1
CUST006052,53,Rural,Standard Paper,No,79,Direct Debit,1,1,0,Fibre,Out of Contract,27.29,4,0,0,0,0,4,1,-26.02,1
CUST006053,69,Urban,Paperless,No,138,Direct Debit,1,1,1,Fibre,In Contract,43.42,3,3,1,0,0,3,0,8.05,0
CUST006054,70,Suburban,Standard Paper,No,218,Direct Debit,0,1,1,Copper,Month to Month,16.66,3,1,0,0,1,0,0,12.94,0
CUST006055,67,Rural,Paperless,No,232,Direct Debit,1,1,0,Copper,Month to Month,48.44,0,0,0,0,1,0,0,-26.73,-2
CUST006056,58,Rural,Paperless,No,64,Direct Debit,1,1,0,Copper,In Contract,30.58,4,0,1,0,0,4,0,36.08,0
CUST006057,35,Suburban,Large Font,Yes,117,Direct Debit,1,1,1,Copper,Out of Contract,22.78,4,0,1,0,1,7,0,12.73,1
CUST006058,39,Suburban,Paperless,No,157,Direct Debit,1,0,1,Fibre,Month to Month,64.2,4,1,2,0,1,6,0,12.89,0
CUST006059,83,Urban,Paperless,No,98,Card,1,0,1,Fibre,Out of Contract,18.46,1,1,0,1,1,1,0,-4.14,0
CUST006060,38,Urban,Paperless,No,146,Direct Debit,1,1,0,Fibre,In Contract,61.09,1,0,2,0,0,3,0,-4.13,0
CUST006061,61,Suburban,Paperless,No,130,Direct Debit,1,1,1,Fibre,In Contract,56.51,3,1,2,0,2,5,0,-7.17,0
CUST006062,64,Urban,Paperless,Yes,153,Direct Debit,1,0,1,Copper,Out of Contract,28.62,4,0,0,1,0,4,1,-20.5,0
CUST006063,56,Urban,Standard Paper,No,85,Direct Debit,1,1,1,Fibre Plus,In Contract,38.97,4,0,0,0,0,3,0,-0.96,0
CUST006064,46,Urban,Large Font,No,51,Direct Debit,1,1,1,Fibre,Month to Month,51.05,1,1,3,1,0,1,1,-34.36,0
CUST006065,71,Suburban,Paperless,No,95,Direct Debit,1,0,1,Fibre,In Contract,50.2,2,2,0,0,0,1,0,14.75,0
CUST006066,34,Urban,Large Font,No,22,Direct Debit,1,1,1,Copper,In Contract,70.59,5,0,1,2,0,1,0,29.41,0
CUST006067,77,Urban,Large Font,No,9,Cheque,1,1,0,Fibre,Out of Contract,64.46,1,0,1,1,1,0,0,-15.17,0
CUST006068,48,Urban,Paperless,No,91,Card,1,1,0,Copper,Out of Contract,75.0,1,0,0,0,0,1,1,-8.67,0
CUST006069,66,Suburban,Paperless,No,89,Cash,1,0,1,Fibre,Out of Contract,79.45,0,0,1,1,1,0,0,14.46,-1
CUST006070,19,Suburban,Large Font,No,89,Direct Debit,1,1,0,Fibre,In Contract,47.32,1,1,3,1,0,3,0,35.66,0
CUST006071,65,Suburban,Large Font,No,219,Cheque,1,1,1,Fibre Plus,In Contract,38.65,1,0,0,1,1,0,0,34.3,0
CUST006072,31,Rural,Large Font,No,74,Direct Debit,0,1,1,Fibre,In Contract,42.07,3,0,3,0,2,5,0,-15.43,0
CUST006073,76,Urban,Standard Paper,No,94,Direct Debit,0,1,1,Copper,In Contract,37.68,2,0,0,0,0,3,0,19.98,0
CUST006074,75,Urban,Standard Paper,No,123,Direct Debit,1,1,1,Copper,In Contract,92.2,4,2,0,1,0,3,0,15.01,0
CUST006075,75,Urban,Large Font,No,132,Direct Debit,1,0,1,Copper,Out of Contract,30.6,2,0,1,0,0,1,1,-27.14,-1
CUST006076,68,Suburban,Paperless,No,149,Direct Debit,0,1,0,Fibre,Out of Contract,78.82,2,5,0,1,0,5,1,-39.16,0
CUST006077,19,Suburban,Standard Paper,No,124,Cheque,0,1,1,Fibre,Month to Month,35.13,1,0,2,0,0,2,1,-20.61,0
CUST006078,58,Urban,Large Font,No,30,Cheque,0,0,1,Copper,Out of Contract,77.66,3,1,1,0,0,0,0,-15.49,0
CUST006079,33,Suburban,Large Font,No,161,Direct Debit,1,1,0,Copper,In Contract,64.3,2,0,1,0,1,1,0,-12.88,0
CUST006080,21,Suburban,Large Font,No,43,Cheque,1,1,0,Fibre,In Contract,43.83,4,1,1,0,1,2,0,16.88,0
CUST006081,29,Rural,Standard Paper,No,218,Cash,0,1,0,Copper,In Contract,50.89,6,0,1,2,0,2,1,13.01,-1
CUST006082,46,Suburban,Standard Paper,Yes,2,Direct Debit,1,0,1,Fibre,In Contract,25.67,4,1,0,3,0,0,0,-5.18,0
CUST006083,24,Suburban,Paperless,No,87,Direct Debit,0,0,1,Copper,In Contract,59.66,1,0,2,1,0,2,0,-16.34,-1
CUST006084,31,Suburban,Large Font,Yes,159,Cheque,0,1,0,Fibre,Month to Month,71.78,6,0,1,1,1,3,0,-18.2,0
CUST006085,29,Rural,Standard Paper,No,132,Direct Debit,1,1,1,Copper,Out of Contract,87.26,1,0,2,0,0,1,0,26.71,0
CUST006086,22,Rural,Paperless,No,47,Cheque,1,1,1,Fibre,In Contract,38.0,1,2,1,1,0,2,1,-27.15,0
CUST006087,49,Suburban,Paperless,Yes,84,Direct Debit,0,0,1,Fibre,Out of Contract,134.3,3,0,1,0,1,1,0,1.65,0
CUST006088,60,Suburban,Paperless,No,89,Card,1,1,1,Copper,Month to Month,38.14,4,0,0,1,0,1,1,-0.79,0
CUST006089,62,Suburban,Standard Paper,No,45,Card,1,1,0,Copper,Out of Contract,35.7,3,2,0,1,0,2,0,-5.68,0
CUST006090,26,Urban,Paperless,No,65,Direct Debit,1,1,0,Fibre Plus,Out of Contract,41.12,2,0,0,0,0,1,0,4.28,1
CUST006091,66,Suburban,Standard Paper,No,194,Direct Debit,0,0,1,Fibre,In Contract,41.31,2,0,0,2,0,5,0,-6.27,0
CUST006092,50,Urban,Paperless,No,6,Direct Debit,1,0,1,Copper,In Contract,21.83,4,0,0,0,0,0,0,-5.62,0
CUST006093,35,Rural,Large Font,No,7,Direct Debit,0,1,1,Copper,In Contract,25.39,4,2,2,2,0,5,0,-1.4,0
CUST006094,26,Suburban,Paperless,No,179,Direct Debit,1,0,0,Fibre,Out of Contract,24.27,1,1,2,0,0,1,0,8.72,2
CUST006095,79,Rural,Standard Paper,No,196,Cheque,1,1,1,Fibre,In Contract,50.28,3,1,2,0,0,2,0,7.87,-1
CUST006096,74,Suburban,Paperless,No,18,Cash,0,0,1,Copper,Out of Contract,94.46,3,1,0,0,2,1,0,-11.17,0
CUST006097,46,Suburban,Large Font,No,119,Card,1,1,1,Fibre,In Contract,32.0,2,1,0,0,0,4,0,21.56,0
CUST006098,42,Urban,Paperless,Yes,41,Direct Debit,1,1,1,Copper,Out of Contract,41.92,2,0,2,1,0,1,0,19.24,0
CUST006099,32,Suburban,Paperless,No,107,Cheque,1,1,0,Fibre,In Contract,29.85,3,0,0,0,0,3,0,23.36,1
CUST006100,23,Suburban,Standard Paper,No,69,Direct Debit,1,0,1,Fibre Plus,Month to Month,62.18,2,0,2,1,1,3,0,21.66,0
CUST006101,59,Urban,Paperless,Yes,25,Direct Debit,1,1,1,Fibre,Out of Contract,51.09,6,0,1,1,0,3,1,-13.26,0
CUST006102,46,Rural,Large Font,No,56,Direct Debit,1,1,1,Fibre,Out of Contract,70.91,1,2,1,0,0,4,1,15.92,0
CUST006103,21,Urban,Paperless,No,1,Cash,1,0,0,Fibre,In Contract,27.04,1,0,1,0,0,0,0,-34.87,0
CUST006104,74,Suburban,Paperless,No,226,Direct Debit,1,1,1,Fibre,In Contract,43.88,0,1,1,1,1,3,0,26.68,0
CUST006105,66,Urban,Standard Paper,Yes,183,Card,0,0,1,Copper,Out of Contract,39.77,2,2,0,1,0,6,0,-23.5,0
CUST006106,61,Rural,Paperless,No,131,Direct Debit,0,1,1,Copper,In Contract,41.05,2,2,1,1,0,6,0,4.79,0
CUST006107,31,Urban,Paperless,No,54,Direct Debit,1,0,0,Fibre Plus,Month to Month,73.51,3,1,2,0,3,2,1,-20.07,0
CUST006108,20,Suburban,Paperless,No,81,Direct Debit,1,1,1,Fibre,Out of Contract,33.6,4,1,1,0,0,4,0,15.33,0
CUST006109,79,Urban,Paperless,No,160,Direct Debit,1,0,1,Fibre,In Contract,35.71,4,3,1,0,1,7,0,3.62,0
CUST006110,81,Urban,Paperless,No,216,Direct Debit,1,1,1,Fibre,Out of Contract,30.09,3,2,1,0,0,4,1,-30.25,0
